ISLAND,TRANSECTID,OCC_SITEID,REA_SITE,SITE_DEPTH_M,LATITUDE,LONGITUDE,REGION,STATUS,INSTRUMENTS
KAU,KAU-E,OCC-KAU-001,KAU-9000,22.9,21.99821,-159.3279,MHI,Active,STR
KAU,KAU-E,OCC-KAU-002,KAU-2167,14.9,21.99846,-159.32854,MHI,Active,STR
KAU,KAU-S,OCC-KAU-003,KAU-2168,25.3,21.87575,-159.52532,MHI,Active,STR
KAU,KAU-S,OCC-KAU-004,KAU-22,15.8,21.87667,-159.5255,MHI,Active,"STR, CAU"
KAU,KAU-S,OCC-KAU-005,KAU-2169,5.5,21.88223,-159.52549,MHI,Active,STR
KAU,KAU-NW,OCC-KAU-006,KAU-2170,26.2,22.17144,-159.68715,MHI,Active,STR
KAU,KAU-NW,OCC-KAU-007,KAU-21,14.6,22.16845,-159.68573,MHI,Active,"STR, CAU"
KAU,KAU-NW,OCC-KAU-008,KAU-2171,5.2,22.16451,-159.68329,MHI,Inactive,STR
KAU,,OCC-KAU-010,KAU-05,6.1,21.86884,-159.44746,MHI,Inactive,STR
KAU,,OCC-KAU-011,KAU-15,18.6,22.13799,-159.76134,MHI,Inactive,"EAR, STR, ANCHOR"
KAU,,OCC-KAU-012,KAU-2172,25.5,22.12336,-159.77701,MHI,Inactive,"WTR, ANCHOR"
KAU,,OCC-KAU-013,KAU-2173,2.1,22.22839,-159.55998,MHI,Inactive,WTR
KAU,,OCC-KAU-014,KAU-2174,14,22.23573,-159.47188,MHI,Inactive,WTR
KAU,,OCC-KAU-015,KAU-2175,15.2,22.21593,-159.5135,MHI,Inactive,"ADP, ANCHOR, SBE37"
KAU,,OCC-KAU-016,KAU-2176,14.9,22.16533,-159.29895,MHI,Inactive,STR
KIM,,OCC-KIM-001,KIM-04,3.7,-5.32534,150.29812,CORALTRI,Inactive,STR
KIM,,OCC-KIM-002,KIM-04,24.7,-5.32531,150.2982,CORALTRI,Inactive,STR
KIM,,OCC-KIM-003,KIM-04,11.3,-5.32532,150.29815,CORALTRI,Inactive,STR
KIM,,OCC-KIM-004,KIM-05,25.6,-5.20136,150.37786,CORALTRI,Inactive,STR
KIM,,OCC-KIM-005,KIM-06,25.3,-5.09039,150.19074,CORALTRI,Inactive,STR
KIM,,OCC-KIM-006,KIM-06,15.8,-5.09014,150.19086,CORALTRI,Inactive,STR
KIM,,OCC-KIM-007,KIM-09,4.9,-5.09003,150.1913,CORALTRI,Inactive,STR
KIM,,OCC-KIM-008,KIM-02,14.3,-5.29492,150.12828,CORALTRI,Inactive,"STR, EAR"
KIM,,OCC-KIM-009,KIM-02,4,-5.29489,150.1284,CORALTRI,Inactive,STR
KIM,,OCC-KIM-010,KIM-10,0.2,-5.15687,150.29904,CORALTRI,Inactive,SST-STR
KIM,,OCC-KIM-011,KIM-11,25,-5.15688,150.29897,CORALTRI,Inactive,STR
KIM,,OCC-KIM-012,KIM-12,0.9,-5.29498,150.12847,CORALTRI,Inactive,STR
KIM,,OCC-KIM-013,KIM-13,36,-5.43687,150.09748,CORALTRI,Inactive,STR
KIM,,OCC-KIM-014,KIM-05,8.8,-5.20141,150.37778,CORALTRI,Inactive,STR
KIM,,OCC-KIM-015,KIM-05,0.9,-5.20151,150.37765,CORALTRI,Inactive,STR
KIM,,OCC-KIM-016,KIM-14,10.7,-5.0901,150.19177,CORALTRI,Inactive,STR
KIM,,OCC-KIM-017,KIM-15,2.7,-5.0901,150.19177,CORALTRI,Inactive,STR
KIM,,OCC-KIM-018,KIM-02,22.6,-5.29492,150.12813,CORALTRI,Inactive,STR
KIM,,OCC-KIM-019,KIM-02,8.8,-5.29492,150.12833,CORALTRI,Inactive,STR
KIM,,OCC-KIM-020,KIM-16,19.2,-5.43688,150.09748,CORALTRI,Inactive,STR
KIM,,OCC-KIM-021,KIM-17,7.3,-5.43687,150.09748,CORALTRI,Inactive,STR
KIM,,OCC-KIM-022,KIM-18,0,-5.43688,150.09682,CORALTRI,Inactive,STR
KIN,KIN-N,OCC-KIN-001,KIN-5002,25.3,6.43938,-162.38783,PRIA,Active,STR
KIN,KIN-N,OCC-KIN-002,KIN-04,14.3,6.43883,-162.38796,PRIA,Active,"STR, PH, CAU"
KIN,KIN-N,OCC-KIN-003,KIN-5003,6.1,6.43727,-162.38821,PRIA,Active,STR
KIN,KIN-N,OCC-KIN-004,KIN-5004,0.9,6.42955,-162.38203,PRIA,Active,STR
KIN,,OCC-KIN-005,KIN-16,7,6.39252,-162.34211,PRIA,Active,"STR, ANCHOR, CAU"
KIN,,OCC-KIN-006,KIN-11,14.6,6.38198,-162.3462,PRIA,Active,CAU
KIN,,OCC-KIN-007,KIN-5005,7.3,6.38263,-162.3593,PRIA,Active,"STR, RCM, ANCHOR"
KIN,KIN-S,OCC-KIN-008,KIN-13,23.8,6.38213,-162.38403,PRIA,Active,STR
KIN,KIN-S,OCC-KIN-009,KIN-13,13.4,6.38221,-162.38397,PRIA,Active,"STR, PH, RAS, ANCHOR, CTD, CAU"
KIN,KIN-S,OCC-KIN-010,KIN-5006,5.8,6.38272,-162.38434,PRIA,Active,"STR, EAR, ANCHOR"
KIN,KIN-S,OCC-KIN-011,KIN-5007,1.5,6.38486,-162.37757,PRIA,Active,STR
KIN,KIN-W,OCC-KIN-012,KIN-5008,24.7,6.4188,-162.43903,PRIA,Active,STR
KIN,KIN-W,OCC-KIN-013,KIN-5009,14.6,6.41777,-162.43824,PRIA,Active,STR
KIN,,OCC-KIN-014,KIN-62,14.6,6.40219,-162.38563,PRIA,Active,"STR, CAU"
KIN,KIN-W,OCC-KIN-015,KIN-5010,17.7,6.41823,-162.43863,PRIA,Inactive,STR
KIN,KIN-W,OCC-KIN-016,KIN-5011,33.5,6.41887,-162.43914,PRIA,Inactive,STR
KIN,KIN-N,OCC-KIN-017,KIN-5012,7.9,6.43323,-162.37972,PRIA,Inactive,STR
KIN,KIN-N,OCC-KIN-018,KIN-5013,5.2,6.42893,-162.38178,PRIA,Inactive,STR
KIN,KIN-S,OCC-KIN-019,KIN-12,3.7,6.38553,-162.3774,PRIA,Inactive,STR
KIN,,OCC-KIN-020,KIN-07,10.1,6.40219,-162.38522,PRIA,Inactive,"STR, CAU"
KIN,,OCC-KIN-021,KIN-16,0.2,6.39242,-162.34221,PRIA,Inactive,"SST-STR, EDL, SBE37"
KIN,,OCC-KIN-022,KIN-03,13.7,6.39025,-162.3604,PRIA,Inactive,CAU
KIN,,OCC-KIN-023,KIN-05,13.4,6.3947,-162.3463,PRIA,Inactive,"VR2, CAU"
KIN,,OCC-KIN-024,KIN-10,12.5,6.42038,-162.37942,PRIA,Inactive,CAU
KIN,,OCC-KIN-025,KIN-5014,11.6,6.387837,-162.348217,PRIA,Inactive,VR2
KIN,,OCC-KIN-026,KIN-5015,9.1,6.389912,-162.345686,PRIA,Inactive,VR2
KIN,,OCC-KIN-027,KIN-5016,7.6,6.391385,-162.347612,PRIA,Inactive,VR2
KUR,KUR-N,OCC-KUR-001,KUR-B001,25.9,28.45922,-178.34614,NWHI,Active,STR
KUR,KUR-N,OCC-KUR-002,KUR-53,14.3,28.45291,-178.34711,NWHI,Active,"STR, CAU"
KUR,KUR-N,OCC-KUR-003,KUR-B003,4.3,28.45054,-178.34551,NWHI,Active,STR
KUR,,OCC-KUR-004,KUR-B004,0.9,28.44761,-178.30622,NWHI,Inactive,STR
KUR,KUR-E,OCC-KUR-005,KUR-B005,25.3,28.43043,-178.28252,NWHI,Inactive,STR
KUR,KUR-E,OCC-KUR-006,KUR-54,14.3,28.43037,-178.28523,NWHI,Inactive,"STR, CAU"
KUR,KUR-E,OCC-KUR-007,KUR-4131,5.5,28.42968,-178.28817,NWHI,Inactive,STR
KUR,,OCC-KUR-008,KUR-B008,18.3,28.39062,-178.28271,NWHI,Active,"STR, WTR, ANCHOR"
KUR,KUR-S,OCC-KUR-009,KUR-B009,24.7,28.38298,-178.34158,NWHI,Inactive,STR
KUR,KUR-S,OCC-KUR-010,KUR-52,14.3,28.38506,-178.34087,NWHI,Inactive,"ADP, STR, CAU"
KUR,KUR-S,OCC-KUR-011,KUR-B011,4.6,28.38721,-178.33932,NWHI,Inactive,STR
KUR,KUR-W,OCC-KUR-012,KUR-B012,25.3,28.41087,-178.38372,NWHI,Active,STR
KUR,KUR-W,OCC-KUR-013,KUR-51,15.2,28.40905,-178.3781,NWHI,Active,"STR, CAU"
KUR,KUR-W,OCC-KUR-014,KUR-B014,5.2,28.41285,-178.37441,NWHI,Active,STR
KUR,KUR-W,OCC-KUR-015,KUR-156,0.9,28.42935,-178.36836,NWHI,Active,STR
KUR,,OCC-KUR-016,KUR-50,15.5,28.42248,-178.37646,NWHI,Inactive,CAU
KUR,,OCC-KUR-017,KUR-4132,12.5,28.38172,-178.32572,NWHI,Inactive,"EAR, STR, ANCHOR"
KUR,,OCC-KUR-018,KUR-04,11.6,28.42665,-178.28588,NWHI,Inactive,"STR, CAU"
KUR,,OCC-KUR-019,KUR-4133,0.2,28.41813,-178.34326,NWHI,Inactive,"SST-STR, STR"
KUR,KUR-N,OCC-KUR-020,KUR-02,11.9,28.45365,-178.34399,NWHI,Inactive,"STR, CAU"
KUR,"
",OCC-KUR-021,KUR-33,15.8,28.41676,-178.37843,NWHI,Inactive,"STR, CAU"
KUR,,OCC-KUR-022,KUR-4134,9.8,28.41822,-178.34322,NWHI,Inactive,"STR, ANCHOR"
KUR,KUR-NW,OCC-KUR-023,KUR-23,19.8,28.45152,-178.35621,NWHI,Inactive,"WTR, STR, ANCHOR"
KUR,,OCC-KUR-024,KUR-4135,2.4,28.45212,-178.31524,NWHI,Inactive,EAR
KUR,,OCC-KUR-025,KUR-18,10.1,28.41852,-178.34453,NWHI,Inactive,"STR, ANCHOR"
KUR,,OCC-KUR-026,KUR-18,1,28.41852,-178.34453,NWHI,Inactive,"SBE37, EDL, STR"
KUR,KUR-NW,OCC-KUR-027,KUR-4136,27.1,28.45218,-178.3572,NWHI,Inactive,WTR
KUR,,OCC-KUR-028,KUR-B008,14.9,28.39077,-178.28297,NWHI,Inactive,WTR
KUR,KUR-NW,OCC-KUR-029,KUR-4137,27.7,28.4297,-178.3778,NWHI,Inactive,"SBE37, ADP"
KUR,,OCC-KUR-030,KUR-06,9.8,28.3867,-178.34777,NWHI,Inactive,CAU
KUR,KUR-NW,OCC-KUR-031,KUR-12,10.1,28.38252,-178.32473,NWHI,Inactive,CAU
KUR,,OCC-KUR-032,KUR-4138,26.95,28.45285,-178.3572,NWHI,Inactive,WTR
KUR,,OCC-KUR-033,KUR-4139,68.3,28.32761666,-178.2206833,NWHI,Inactive,EAR
KUR,,OCC-KUR-034,KUR-4140,123,28.334722,178.255278,NWHI,Inactive,EAR
LAN,,OCC-LAN-001,LAN-11,13.7,20.92656,-156.9386,MHI,Inactive,CAU
LAN,,OCC-LAN-002,LAN-10,14,20.91537,-156.88637,MHI,Inactive,CAU
LAN,LAN-S,OCC-LAN-003,LAN-12,14.6,20.73582,-156.91554,MHI,Active,"STR, CAU"
LAN,LAN-S,OCC-LAN-004,LAN-2081,5.5,20.73726,-156.91578,MHI,Active,STR
LAN,,OCC-LAN-005,LAN-B1827,14.3,20.8439,-156.81341,MHI,Inactive,"ADP, DO SENSOR, PAR, CTD"
LAN,,OCC-LAN-006,LAN-178,11.6,20.74155,-156.87525,MHI,Inactive,STR
LAN,,OCC-LAN-007,LAN-07,14.6,20.87052,-156.83466,MHI,Inactive,STR
LAN,,OCC-LAN-008,LAN-2082,13.1,20.87186,-156.83705,MHI,Inactive,STR
LAN,,OCC-LAN-009,LAN-2083,8.2,20.73729,-156.96869,MHI,Inactive,STR
LAY,,OCC-LAY-001,LAY-5179,1.2,25.77952,-171.73894,NWHI,Inactive,STR
LAY,,OCC-LAY-002,LAY-5180,1.2,25.75914,-171.72928,NWHI,Inactive,STR
LAY,,OCC-LAY-003,LAY-5181,3,25.77244,-171.74264,NWHI,Inactive,"STR, SST-STR, ANCHOR"
LAY,,OCC-LAY-004,LAY-5182,0.3,25.7729,-171.74252,NWHI,Inactive,SST-STR
LEH,,OCC-LEH-001,LEH-01,12.5,22.01659,-160.09139,MHI,Inactive,STR
LEH,,OCC-LEH-002,LEH-50,6.4,22.01453,-160.09705,MHI,Inactive,"STR, EAR"
LEH,,OCC-LEH-003,LEH-52,5.8,22.02216,-160.10124,MHI,Inactive,STR
LIS,LIS-N,OCC-LIS-001,LIS-19,23.2,26.10017,-173.99797,NWHI,Active,"STR, WTR, ANCHOR, EAR"
LIS,LIS-N,OCC-LIS-002,LIS-24,14,26.07841,-173.99706,NWHI,Active,"STR, CAU"
LIS,LIS-N,OCC-LIS-003,LIS-B003,4.6,26.07868,-173.98471,NWHI,Active,STR
LIS,LIS-E,OCC-LIS-004,LIS-4394,26.2,26.03759,-173.87772,NWHI,Inactive,STR
LIS,LIS-E,OCC-LIS-005,LIS-50,16.8,26.03741,-173.87918,NWHI,Inactive,"STR, CAU"
LIS,LIS-E,OCC-LIS-006,LIS-4395,4.6,26.03716,-173.918,NWHI,Inactive,STR
LIS,LIS-S,OCC-LIS-007,LIS-B008,26.2,25.93468,-173.89113,NWHI,Active,STR
LIS,LIS-S,OCC-LIS-008,LIS-52,16.8,25.93496,-173.89106,NWHI,Active,"STR, CAU"
LIS,LIS-S,OCC-LIS-009,LIS-4396,5.8,25.95712,-173.89614,NWHI,Active,STR
LIS,,OCC-LIS-010,LIS-4397,9.8,25.96764,-173.91587,NWHI,Active,"STR, ANCHOR"
LIS,,OCC-LIS-011,LIS-53,16.8,25.93831,-173.95396,NWHI,Inactive,CAU
LIS,LIS-W,OCC-LIS-012,LIS-B012,24.1,25.98816,-174.03303,NWHI,Active,STR
LIS,LIS-W,OCC-LIS-013,LIS-54,14.6,25.98711,-173.99438,NWHI,Active,"STR, CAU"
LIS,LIS-W,OCC-LIS-014,LIS-B014,4.6,25.98788,-173.966,NWHI,Active,STR
LIS,,OCC-LIS-016,LIS-4398,0.9,25.96765,-173.91585,NWHI,Inactive,"STR, SST-STR, EDL"
LIS,,OCC-LIS-017,LIS-4399,0.9,26.07193,-173.97743,NWHI,Inactive,STR
LIS,,OCC-LIS-018,LIS-20,13.4,25.94462,-173.95362,NWHI,Inactive,"STR, CAU"
LIS,LIS-S,OCC-LIS-019,LIS-4400,20.4,25.94302,-173.88414,NWHI,Inactive,"WTR, STR, ANCHOR"
LIS,,OCC-LIS-020,LIS-4401,0.9,26.06333,-173.96099,NWHI,Inactive,STR
LIS,LIS-S,OCC-LIS-021,LIS-4402,14.9,25.94313,-173.88458,NWHI,Inactive,WTR
LIS,,OCC-LIS-022,LIS-09,14.3,25.95809,-173.88253,NWHI,Inactive,CAU
LIS,,OCC-LIS-023,LIS-18,7.6,26.00428,-173.99403,NWHI,Inactive,CAU
LIS,,OCC-LIS-024,LIS-29,7.3,26.03947,-174.01243,NWHI,Inactive,CAU
LIS,,OCC-LIS-025,LIS-4403,301,25.901833,-173.776166,NWHI,Inactive,EAR
MAI,MAI-NE,OCC-MAI-001,MAI-4040,25.3,20.87,-156.14526,MHI,Active,STR
MAI,MAI-NE,OCC-MAI-002,MAI-30,15.2,20.86857,-156.14629,MHI,Active,"STR, CAU"
MAI,,OCC-MAI-003,MAI-02,12.8,20.86313,-156.15132,MHI,Inactive,CAU
MAI,,OCC-MAI-004,MAI-01,9.8,20.7623,-155.9798,MHI,Inactive,CAU
MAI,,OCC-MAI-005,MAI-07,13.7,21.00743,-156.66772,MHI,Active,CAU
MAI,,OCC-MAI-006,MAI-91,5.8,20.95183,-156.69184,MHI,Active,STR
MAI,,OCC-MAI-007,MAI-928,6.1,20.96018,-156.68773,MHI,Active,STR
MAI,,OCC-MAI-008,MAI-932,6.4,20.90962,-156.69195,MHI,Inactive,STR
MAI,,OCC-MAI-009,MAI-4041,6.4,20.90155,-156.69202,MHI,Inactive,STR
MAI,,OCC-MAI-010,MAI-4042,14.9,20.59194,-156.42031,MHI,Inactive,"EAR, ANCHOR, STR"
MAI,,OCC-MAI-011,MAI-4043,11.9,20.79081,-156.58445,MHI,Inactive,STR
MAI,,OCC-MAI-012,MAI-4044,12.2,21.01738,-156.64296,MHI,Inactive,STR
MAI,MAI-NE,OCC-MAI-013,MAI-4045,15.2,20.8645,-156.1512,MHI,Inactive,STR
MAI,,OCC-MAI-014,MAI-4281,10.1,20.80346,-156.6028,MHI,Active,STR
MAI,,OCC-MAI-015,MAI-4282,9.8,20.7863,-156.55809,MHI,Active,STR
MAR_,,OCC-MAR-001,MAR_-4100,4.6,25.36693,-170.51374,NWHI,Inactive,STR
MAR_,,OCC-MAR-002,MAR_-4101,1.5,25.3841,-170.53972,NWHI,Inactive,STR
MAR_,,OCC-MAR-003,MAR_-42,14.3,25.4713,-170.64291,NWHI,Inactive,STR
MAR_,,OCC-MAR-004,MAR_-4102,14.6,25.44624,-170.63417,NWHI,Inactive,"STR, ANCHOR"
MAR_,,OCC-MAR-005,MAR_-4103,0.2,25.44624,-170.63417,NWHI,Inactive,"SST-STR, EDL"
MAR_,,OCC-MAR-006,MAR_-17,8.4,25.44642,-170.63378,NWHI,Inactive,"ANCHOR, STR"
MAR_,,OCC-MAR-007,MAR_-17,1,25.44652,-170.63382,NWHI,Inactive,"SBE37, STR, EDL"
MAR_,,OCC-MAR-008,MAR_-4104,11.6,25.41957,-170.66913,NWHI,Inactive,"EAR, STR, ANCHOR"
MAU,MAU-N,OCC-MAU-001,MAU-293,25.6,20.03657,145.225,CNMI,Active,STR
MAU,MAU-N,OCC-MAU-002,MAU-05,13.7,20.03567,145.2247,CNMI,Active,"STR, CAU"
MAU,MAU-N,OCC-MAU-003,MAU-1013,6.7,20.03479,145.22467,CNMI,Active,STR
MAU,MAU-E,OCC-MAU-004,MAU-635,25,20.02022,145.24041,CNMI,Active,STR
MAU,MAU-E,OCC-MAU-005,MAU-12,14.9,20.02039,145.23978,CNMI,Active,"STR, CAU"
MAU,MAU-E,OCC-MAU-006,MAU-12,5.2,20.02056,145.23946,CNMI,Active,STR
MAU,MAU-SW,OCC-MAU-007,MAU-621,25.9,20.01235,145.20778,CNMI,Active,STR
MAU,MAU-SW,OCC-MAU-008,MAU-20,16.2,20.01315,145.20806,CNMI,Active,"STR, CAU"
MAU,MAU-SW,OCC-MAU-009,MAU-1014,6.1,20.0142,145.20909,CNMI,Active,STR
MAU,MAU-SW,OCC-MAU-010,MAU-1015,1.8,20.01442,145.20954,CNMI,Active,STR
MAU,MAU-W,OCC-MAU-011,MAU-1016,9.8,20.01768,145.20729,CNMI,Active,STR
MAU,MAU-W,OCC-MAU-012,MAU-1017,2.1,20.01778,145.20767,CNMI,Active,STR
MAU,,OCC-MAU-013,MAU-09,13.4,20.02979,145.20846,CNMI,Active,CAU
MAU,,OCC-MAU-014,MAU-21,14.6,20.03525,145.2173,CNMI,Active,CAU
MAU,,OCC-MAU-015,MAU-89,11.3,20.02915,145.23196,CNMI,Active,"STR, ANCHOR"
MAU,,OCC-MAU-016,MAU-88,9.1,20.02319,145.22986,CNMI,Active,"STR, PH, ADP, CTD, CAU"
MAU,,OCC-MAU-017,MAU-86,12.8,20.01399,145.22727,CNMI,Active,"STR, ADP, EAR, ANCHOR"
MAU,,OCC-MAU-018,MAU-02,8.5,20.0225,145.2297,CNMI,Active,"CTD, PH, CAU"
MAU,,OCC-MAU-019,MAU-86,10.4,20.014,145.2275,CNMI,Active,"CTD, PH, ADP, CAU"
MAU,,OCC-MAU-020,MAU-78,17.7,20.03045,145.23123,CNMI,Inactive,ADP
MAU,,OCC-MAU-021,MAU-1018,10.1,20.02584,145.23169,CNMI,Inactive,ADP
MAU,,OCC-MAU-022,MAU-51,14.9,20.01786,145.22972,CNMI,Inactive,ADP
MAU,,OCC-MAU-023,MAU-02,14.3,20.02291,145.22973,CNMI,Inactive,"RAS, ADP, CTD, ANCHOR"
MAU,MAU-W,OCC-MAU-024,MAU-1019,30.8,20.01791,145.20719,CNMI,Inactive,STR
MAU,,OCC-MAU-025,MAU-89,0.3,20.02908,145.23197,CNMI,Inactive,SST-STR
MAU,,OCC-MAU-026,MAU-01,17.1,20.02332,145.2075,CNMI,Inactive,"EAR, ANCHOR, STR"
MAU,,OCC-MAU-027,MAU-04,9.7,20.0144,145.23418,CNMI,Inactive,CAU
MAU,MAU-SW,OCC-MAU-028,MAU-11,8.5,20.01348,145.20873,CNMI,Inactive,CAU
MID,MID-S,OCC-MID-001,MID-17,14.6,28.19633,-177.37494,NWHI,Inactive,"STR, EAR, ANCHOR"
MID,MID-NW,OCC-MID-002,MID-4424,29.3,28.23193,-177.42968,NWHI,Inactive,"STR, SBE37, ADP, ANCHOR"
MID,MID-NW,OCC-MID-003,MID-4425,1.8,28.21826,-177.42181,NWHI,Inactive,ADP
MID,MID-NW,OCC-MID-004,MID-4426,9.8,28.21783,-177.42496,NWHI,Inactive,WTR
MID,MID-NW,OCC-MID-005,MID-4427,18.9,28.21867,-177.42702,NWHI,Inactive,WTR
MID,,OCC-MID-006,MID-25,1.5,28.19365,-177.40179,NWHI,Inactive,STR
MID,,OCC-MID-007,MID-4428,1.2,28.27117,-177.38602,NWHI,Inactive,STR
MID,,OCC-MID-008,MID-4429,0.9,28.27762,-177.36787,NWHI,Inactive,STR
MID,,OCC-MID-009,MID-4430,1.2,28.24449,-177.32343,NWHI,Inactive,STR
MID,,OCC-MID-010,MID-03,0.2,28.218,-177.3443,NWHI,Inactive,"SST-STR, SBE37, EDL"
MID,,OCC-MID-011,MID-03,9.3,28.218,-177.3443,NWHI,Inactive,"ANCHOR, STR"
MID,MID-NW,OCC-MID-012,MID-4431,24.1,28.23015,-177.42612,NWHI,Inactive,"SBE37, ADP"
MID,,OCC-MID-013,MID-17,18.9,28.19633226,-177.3749381,NWHI,Inactive,EAR
MOI,MOI-S,OCC-MOI-001,MOI-04,10.7,20.63027,-156.49716,MHI,Inactive,STR
MOI,MOI-S,OCC-MOI-002,MOI-05,18.6,20.6303,-156.49718,MHI,Inactive,STR
MOL,,OCC-MOL-001,MOL-24,14.6,21.20709,-156.9847,MHI,Active,CAU
MOL,MOL-N,OCC-MOL-002,MOL-2498,24.7,21.17867,-156.76055,MHI,Active,STR
MOL,MOL-N,OCC-MOL-003,MOL-23,14.6,21.17693,-156.76049,MHI,Active,"STR, CAU"
MOL,MOL-N,OCC-MOL-004,MOL-2499,4.9,21.17579,-156.76071,MHI,Active,STR
MOL,,OCC-MOL-005,MOL-20,13.1,21.03569,-156.89041,MHI,Active,CAU
MOL,,OCC-MOL-006,MOL-21,16.2,21.08295,-157.06422,MHI,Active,CAU
MOL,MOL-W,OCC-MOL-007,MOL-2500,25.3,21.13468,-157.30589,MHI,Active,STR
MOL,MOL-W,OCC-MOL-008,MOL-22,15.8,21.13402,-157.30025,MHI,Active,"STR, CAU"
MOL,,OCC-MOL-009,MOL-2501,4.9,21.13317,-157.29747,MHI,Active,STR
MOL,,OCC-MOL-011,MOL-2502,19.5,21.08094,-157.26696,MHI,Inactive,STR
MOL,,OCC-MOL-012,MOL-01,9.8,21.20308,-157.2524,MHI,Inactive,STR
NEC,,OCC-NEC-001,NEC-600,17.1,23.57152,-164.69775,NWHI,Inactive,STR
